Economy,Workstream,Assumption,Scenario,Justification,Signal Strength
Thailand,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Thailand,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Thailand,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Thailand,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Thailand,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Thailand,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Thailand,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Thailand,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Thailand,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Thailand,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Thailand,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Thailand,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
China,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
China,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
China,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
China,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Australia,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Australia,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Australia,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Australia,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Stakeholder alignment with U.S. focus areas,Optimistic,aligned with,Medium
Unknown,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Singapore,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Singapore,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Singapore,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Singapore,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Hong Kong,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Hong Kong,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Hong Kong,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Hong Kong,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Singapore,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Singapore,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Singapore,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Singapore,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Korea,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Korea,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Korea,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Korea,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Korea,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Korea,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Korea,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Korea,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
China,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
China,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
China,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
China,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Australia,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Australia,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Australia,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Australia,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
China,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
China,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
China,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
China,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Japan,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Japan,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Japan,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Japan,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
China,Emerging Technology Standards,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
China,Emerging Technology Standards,Political and institutional continuity,Baseline,No signal keywords detected.,Low
China,Emerging Technology Standards,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
China,Emerging Technology Standards,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Unknown,Supply Chain Connectivity,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Unknown,Supply Chain Connectivity,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Unknown,Supply Chain Connectivity,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Unknown,Supply Chain Connectivity,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Singapore,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Singapore,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Singapore,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Singapore,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Unknown,Cloud Computing,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Unknown,Cloud Computing,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Unknown,Cloud Computing,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Unknown,Cloud Computing,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Indonesia,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Indonesia,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Indonesia,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Indonesia,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Singapore,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Singapore,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Singapore,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Singapore,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Thailand,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Thailand,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Thailand,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Thailand,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Thailand,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Thailand,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Thailand,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Thailand,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Thailand,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Thailand,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Thailand,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Thailand,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Australia,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Australia,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Australia,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Australia,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Thailand,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Thailand,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Thailand,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Thailand,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Thailand,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Thailand,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Thailand,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Thailand,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Japan,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Japan,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Japan,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Japan,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Canada,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Canada,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Canada,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Canada,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
China,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
China,Uncategorized,Political and institutional continuity,Baseline,No signal keywords detected.,Low
China,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
China,Uncategorized,Private sector and stakeholder engagement,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Stakeholder alignment with U.S. focus areas,Baseline,No signal keywords detected.,Low
Unknown,Uncategorized,Political and institutional continuity,Pessimistic,protest,High
Unknown,Uncategorized,Supply chain and trade flow resilience,Baseline,No signal keywords detected.,Low
